23:34:51.749 > Stop |  | servo turn 90 degree | gripper off
23:49:46.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:46.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:47.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:48.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.313 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:49.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:50.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:51.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.314 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.671 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:52.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:53.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:54.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.551 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.671 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:55.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:56.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:57.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.072 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:58.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.295 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.391 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.511 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.872 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:49:59.992 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.591 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:00.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.071 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.192 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.672 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:01.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.152 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.272 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.632 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.751 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.871 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:02.991 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.112 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.232 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.352 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.472 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.592 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:03.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.071 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.191 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.671 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.792 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:04.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.032 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.151 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.271 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.392 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.631 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.871 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:05.991 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.111 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.231 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.351 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.471 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.591 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.712 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.832 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:06.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.071 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.191 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.312 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.432 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.552 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.671 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.791 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:07.912 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.031 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.151 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.271 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.391 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.512 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.631 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.752 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.871 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:08.991 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.111 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.231 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.351 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.471 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.591 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.711 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.831 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:09.952 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.071 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.191 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.311 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.431 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.551 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.671 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.791 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:10.911 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:11.031 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:11.151 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:11.271 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:11.391 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
23:50:11.511 > Stop | servo y-axis (up) | servo turn 180 degree | gripper on
